,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
12531,12532,54,960,2017-02-18,True,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,34170.0
12533,12534,21,369,2017-03-02,True,Approved,Solex,Standard,medium,large,1071.23,$380.74,42696.0
12539,12540,51,140,2017-04-30,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
12541,12542,99,1402,2017-06-23,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556.0
12544,12545,88,2728,2017-05-01,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
12546,12547,42,805,2017-04-03,True,Approved,OHM Cycles,Road,medium,small,1810.0,"$1,610.90",39526.0
12547,12548,63,2637,2017-01-13,True,Approved,Solex,Standard,medium,medium,1483.2,$99.59,40487.0
12549,12550,35,2247,2017-06-26,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
12551,12552,0,2868,2017-12-05,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659.0
12557,12558,2,1764,2017-12-28,True,Approved,Solex,Standard,medium,medium,71.49,$53.62,37659.0
12561,12562,71,2996,2017-10-10,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996.0
12563,12564,70,359,2017-12-04,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,40553.0
12564,12565,60,1500,2017-11-17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40779.0
12565,12566,69,2943,2017-07-06,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
12566,12567,1,1832,2017-09-13,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
12568,12569,80,760,2017-04-20,True,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,38339.0
12571,12572,70,3486,2017-12-21,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
12579,12580,26,425,2017-06-17,True,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,33455.0
12580,12581,82,1210,2017-09-05,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226.0
12581,12582,92,1927,2017-10-01,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",38002.0
12582,12583,39,2201,2017-08-11,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39427.0
12583,12584,34,619,2017-01-24,True,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698.0
12585,12586,6,696,2017-03-20,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,39298.0
12586,12587,5,2952,2017-12-03,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38216.0
12588,12589,35,1406,2017-12-02,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
12589,12590,68,1303,2017-10-21,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
12592,12593,72,1227,2017-04-17,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,35455.0
12593,12594,46,1253,2017-12-26,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427.0
12595,12596,33,1134,2017-12-27,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
12597,12598,75,599,2017-05-05,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,40553.0
12598,12599,66,817,2017-01-12,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40410.0
12599,12600,47,1905,2017-03-09,True,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991.0
12600,12601,13,1410,2017-07-24,True,Approved,Solex,Standard,medium,medium,1577.53,$826.51,33259.0
12601,12602,85,2226,2017-11-11,True,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218.0
12602,12603,100,945,2017-08-22,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",37539.0
12604,12605,76,2181,2017-02-25,True,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,38193.0
12605,12606,72,1600,2017-10-28,True,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295.0
12607,12608,79,1619,2017-07-12,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,42226.0
12609,12610,43,916,2017-08-26,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498.0
12610,12611,76,920,2017-02-26,True,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,42226.0
12612,12613,0,2284,2017-04-06,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
12613,12614,95,3356,2017-04-27,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37539.0
12614,12615,54,3447,2017-08-26,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145.0
12615,12616,57,2449,2017-01-28,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
12618,12619,70,492,2017-02-05,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
12620,12621,36,2391,2017-03-23,True,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
12621,12622,86,3371,2017-11-19,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206.0
12622,12623,57,2028,2017-02-18,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
12623,12624,79,1775,2017-05-11,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
12625,12626,10,2582,2017-08-24,True,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701.0
12628,12629,3,902,2017-10-11,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167.0
12632,12633,70,568,2017-02-02,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
12633,12634,54,2622,2017-12-14,True,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915.0
12638,12639,0,2266,2017-01-03,True,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071.0
12639,12640,15,231,2017-01-29,True,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,34586.0
12642,12643,92,3263,2017-01-12,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
12644,12645,0,453,2017-10-27,True,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0
12645,12646,14,1243,2017-04-08,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",37838.0
12646,12647,77,294,2017-02-17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,38750.0
12648,12649,40,1636,2017-01-21,True,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,42295.0
12651,12652,46,1471,2017-09-18,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427.0
12652,12653,74,2057,2017-01-04,True,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,42226.0
12653,12654,43,597,2017-10-30,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498.0
12655,12656,5,261,2017-02-27,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
12658,12659,44,1562,2017-09-21,True,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,41064.0
12662,12663,47,1064,2017-05-22,True,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",35470.0
12663,12664,33,464,2017-12-21,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",40618.0
12664,12665,21,2701,2017-02-26,True,Approved,Solex,Standard,medium,large,1071.23,$380.74,40670.0
12666,12667,89,1594,2017-12-30,True,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,42560.0
12667,12668,95,3454,2017-05-30,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
12669,12670,66,695,2017-01-19,True,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560.0
12672,12673,51,3223,2017-03-27,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",34170.0
12673,12674,52,1849,2017-08-02,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,40779.0
12676,12677,10,2811,2017-04-05,True,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701.0
12681,12682,3,1150,2017-09-18,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40553.0
12682,12683,37,322,2017-02-18,True,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,40672.0
12683,12684,49,2821,2017-02-10,True,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064.0
12689,12690,50,820,2017-02-03,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337.0
12692,12693,19,778,2017-02-02,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
12695,12696,50,3043,2017-09-07,True,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,41009.0
12697,12698,36,1755,2017-09-20,True,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
12698,12699,82,333,2017-06-26,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,35667.0
12701,12702,0,2971,2017-12-03,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,38216.0
12702,12703,54,368,2017-02-02,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145.0
12704,12705,4,1415,2017-11-03,True,Approved,Solex,Standard,medium,medium,1483.2,$99.59,34996.0
12707,12708,25,357,2017-05-01,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
12708,12709,12,3246,2017-09-22,True,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,35378.0
12711,12712,17,250,2017-09-13,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,41345.0
12716,12717,90,2516,2017-01-31,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
12717,12718,30,117,2017-04-12,True,Approved,Solex,Standard,high,medium,748.17,$448.90,42105.0
12719,12720,37,3130,2017-09-19,True,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361.0
12721,12722,7,2153,2017-08-13,True,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
12722,12723,0,3293,2017-06-25,True,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880.0
12724,12725,2,378,2017-08-12,True,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245.0
12726,12727,73,2113,2017-11-27,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499.0
12727,12728,94,3403,2017-08-19,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434.0
12728,12729,52,647,2017-11-18,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,42218.0
12729,12730,4,115,2017-02-15,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
12731,12732,71,2289,2017-05-31,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",41922.0
12733,12734,58,3141,2017-03-09,True,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,40779.0
12734,12735,45,742,2017-12-20,True,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071.0
12735,12736,9,1936,2017-01-03,True,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,38216.0
12738,12739,29,1070,2017-11-01,True,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696.0
12740,12741,36,615,2017-10-25,True,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
12741,12742,57,195,2017-11-18,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586.0
12743,12744,16,3319,2017-05-07,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",41345.0
12746,12747,70,17,2017-10-11,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,36668.0
12747,12748,46,81,2017-09-04,True,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361.0
12750,12751,57,310,2017-08-07,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,40779.0
12751,12752,94,3057,2017-06-05,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434.0
12755,12756,16,512,2017-01-26,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
12758,12759,21,913,2017-04-21,True,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160.0
12761,12762,70,2019,2017-05-07,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
12766,12767,35,2517,2017-07-27,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,38750.0
12768,12769,15,54,2017-05-01,True,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,40303.0
12770,12771,91,273,2017-04-12,True,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0
12771,12772,35,368,2017-12-13,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
12777,12778,50,1856,2017-06-30,True,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668.0
12780,12781,98,1429,2017-01-04,True,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,34556.0
12784,12785,35,537,2017-05-13,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
12785,12786,24,2367,2017-01-26,True,Approved,Solex,Road,medium,large,1777.8,$820.78,37337.0
12786,12787,64,1378,2017-12-18,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,40410.0
12788,12789,6,1454,2017-11-04,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,42560.0
12790,12791,27,1132,2017-02-04,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,37337.0
12791,12792,83,556,2017-08-05,True,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533.0
12796,12797,84,1106,2017-07-30,True,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0
12797,12798,35,66,2017-02-19,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
12799,12800,89,983,2017-07-05,True,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079.0
12801,12802,33,2469,2017-06-06,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",35052.0
12808,12809,0,2647,2017-08-09,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
12809,12810,22,2644,2017-09-19,True,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165.0
12811,12812,0,2299,2017-02-25,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,41434.0
12812,12813,77,2409,2017-01-20,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
12813,12814,31,3150,2017-04-25,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
12815,12816,85,2736,2017-11-01,True,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,38206.0
12816,12817,0,264,2017-07-23,True,Approved,,,,,1678.51,,
12818,12819,36,1574,2017-02-20,True,Approved,Solex,Standard,low,medium,945.04,$507.58,38750.0
12819,12820,0,2887,2017-04-05,True,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41009.0
12820,12821,74,891,2017-12-18,True,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,37668.0
12821,12822,0,1480,2017-09-27,True,Approved,Solex,Road,medium,medium,416.98,$312.74,34071.0
12824,12825,0,1989,2017-07-09,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,42560.0
12825,12826,11,3016,2017-12-30,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",41701.0
12827,12828,13,381,2017-12-28,True,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560.0
12829,12830,32,619,2017-07-02,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337.0
12831,12832,40,3463,2017-11-03,True,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750.0
12833,12834,98,902,2017-09-13,True,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002.0
12836,12837,79,1005,2017-07-07,True,Approved,Solex,Touring,medium,large,2083.94,$675.03,34079.0
12839,12840,55,3068,2017-06-12,True,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823.0
12840,12841,29,1299,2017-11-07,True,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42458.0
12842,12843,36,2403,2017-02-25,True,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
12844,12845,25,1472,2017-02-17,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
12848,12849,48,185,2017-09-19,True,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,37823.0
12849,12850,88,1184,2017-03-24,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145.0
12850,12851,58,2564,2017-08-08,True,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295.0
12853,12854,11,1036,2017-02-12,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
12854,12855,23,1514,2017-05-18,True,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244.0
12857,12858,90,1021,2017-10-08,True,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
12859,12860,83,2121,2017-07-23,True,Approved,Solex,Touring,medium,large,2083.94,$675.03,36145.0
12862,12863,90,900,2017-01-28,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,36367.0
12863,12864,11,1988,2017-05-18,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35160.0
12864,12865,85,603,2017-09-29,True,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218.0
12865,12866,90,2646,2017-03-23,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,37626.0
12868,12869,40,159,2017-04-30,True,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750.0
12874,12875,0,2790,2017-07-03,True,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,37499.0
12876,12877,95,3232,2017-07-05,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
12879,12880,35,234,2017-08-08,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
12881,12882,45,3013,2017-08-14,True,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
12882,12883,85,2015,2017-05-26,True,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218.0
12883,12884,17,304,2017-06-06,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,39880.0
12884,12885,0,695,2017-02-12,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
12885,12886,78,2769,2017-04-14,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,37873.0
12889,12890,53,1912,2017-11-11,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
12890,12891,40,1498,2017-11-20,True,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,39427.0
12893,12894,43,1646,2017-03-01,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,38991.0
12894,12895,7,1759,2017-02-02,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
12900,12901,89,534,2017-03-25,True,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079.0
12901,12902,91,3320,2017-04-03,True,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922.0
12908,12909,0,1691,2017-11-23,True,Approved,OHM Cycles,Road,high,large,12.01,$7.21,34115.0
12909,12910,43,1831,2017-01-17,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498.0
12910,12911,95,1475,2017-03-25,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,35052.0
12911,12912,0,2205,2017-01-31,True,Approved,,,,,675.28,,
12913,12914,0,3312,2017-01-25,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206.0
12915,12916,4,1904,2017-10-24,True,Approved,Solex,Standard,medium,medium,1483.2,$99.59,40410.0
12916,12917,83,1291,2017-05-04,True,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533.0
12921,12922,14,2006,2017-08-05,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",37499.0
12923,12924,13,1165,2017-09-05,True,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618.0
12928,12929,66,944,2017-02-19,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
12932,12933,52,454,2017-07-30,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,35707.0
12934,12935,5,703,2017-12-17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
12936,12937,96,1640,2017-07-24,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,34556.0
12939,12940,99,1301,2017-08-05,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556.0
12941,12942,34,3034,2017-11-12,True,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,34527.0
12942,12943,37,1748,2017-03-04,True,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,39526.0
12945,12946,33,3219,2017-06-08,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
12947,12948,0,2332,2017-07-16,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,40553.0
12948,12949,84,1240,2017-12-11,True,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,36367.0
12949,12950,81,766,2017-03-29,True,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,38339.0
12956,12957,0,1405,2017-10-07,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,42458.0
12958,12959,6,2697,2017-03-19,True,Approved,Solex,Standard,high,medium,748.17,$448.90,33552.0
12959,12960,22,2433,2017-03-10,True,Approved,Solex,Standard,medium,medium,575.27,$431.45,35160.0
12961,12962,2,1522,2017-01-29,True,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245.0
12962,12963,99,2685,2017-04-02,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556.0
12965,12966,0,1724,2017-04-22,True,Approved,Solex,Standard,medium,medium,71.49,$53.62,41167.0
12966,12967,99,1198,2017-10-23,True,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991.0
12968,12969,0,234,2017-04-08,True,Approved,,,,,487.8,,
12970,12971,86,1969,2017-12-13,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482.0
12976,12977,31,3391,2017-11-08,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
12978,12979,4,1546,2017-01-23,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
12983,12984,77,143,2017-01-26,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,38193.0
12984,12985,17,2212,2017-07-04,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378.0
12985,12986,0,993,2017-06-09,True,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707.0
12986,12987,0,1357,2017-06-01,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
12987,12988,40,2492,2017-08-12,True,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823.0
12988,12989,11,1404,2017-04-09,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345.0
12991,12992,30,3291,2017-07-08,True,Approved,Solex,Standard,high,medium,748.17,$448.90,33552.0
12992,12993,59,979,2017-02-25,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
12993,12994,95,2245,2017-10-17,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,39031.0
12995,12996,47,1597,2017-04-09,True,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991.0
12997,12998,86,856,2017-07-03,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206.0
12999,13000,41,1762,2017-05-31,True,Approved,Solex,Road,medium,medium,416.98,$312.74,35560.0
13000,13001,63,1868,2017-12-04,True,Approved,Solex,Standard,medium,medium,1483.2,$99.59,38216.0
13001,13002,30,499,2017-11-05,True,Approved,Solex,Standard,high,medium,748.17,$448.90,33552.0
13003,13004,78,3217,2017-09-27,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193.0
13004,13005,98,233,2017-05-15,True,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002.0
13005,13006,21,2277,2017-11-24,True,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586.0
13010,13011,0,1492,2017-12-25,True,Approved,,,,,1292.13,,
13011,13012,90,1587,2017-04-02,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,42458.0
13012,13013,16,2001,2017-05-11,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",35560.0
13016,13017,57,757,2017-08-17,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
13021,13022,99,2419,2017-04-24,True,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991.0
13022,13023,51,2523,2017-10-15,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",37220.0
13023,13024,85,566,2017-11-08,True,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,33429.0
13025,13026,0,2981,2017-11-08,True,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245.0
13027,13028,0,255,2017-02-25,True,Approved,,,,,922.15,,
13028,13029,0,1659,2017-06-05,True,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,36668.0
13033,13034,58,1882,2017-03-28,True,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295.0
13034,13035,28,2383,2017-05-16,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455.0
13036,13037,17,1302,2017-03-21,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,39880.0
13039,13040,99,1999,2017-05-17,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556.0
13041,13042,92,740,2017-07-22,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
13043,13044,86,2696,2017-08-01,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482.0
13045,13046,7,1361,2017-12-02,True,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
13047,13048,25,2594,2017-04-01,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
13050,13051,82,2763,2017-09-09,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,36145.0
13051,13052,12,3201,2017-02-09,True,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,34586.0
13052,13053,18,2956,2017-08-27,True,Approved,Solex,Standard,medium,medium,575.27,$431.45,34244.0
13053,13054,59,1591,2017-12-01,True,Approved,Solex,Standard,medium,large,1061.56,$733.58,40487.0
13055,13056,77,2884,2017-05-14,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
13057,13058,96,5,2017-05-26,True,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",33364.0
13059,13060,46,509,2017-01-10,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,41064.0
13062,13063,3,2592,2017-06-06,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573.0
13063,13064,43,295,2017-08-18,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,41009.0
13065,13066,38,3120,2017-01-20,True,Approved,Solex,Standard,medium,medium,1577.53,$826.51,34071.0
13067,13068,66,2710,2017-04-28,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
